"director","id","original_title","popularity","budget","revenue","genres","vote_count","vote_average","runtime","release_date","year"
"Terry George",205,"Hotel Rwanda",11.329,17500000,3.8e+07,"Drama|History|War",1541,7.7,"121","2004-09-11",2004
"Tim Story",11045,"Taxi",12.403,25000000,36609966,"Thriller|Action|Comedy|Crime",490,5,"97","2004-10-06",2004
"Kevin Smith",9541,"Jersey Girl",8.922,35000000,36098382,"Comedy|Romance",579,6,"102","2004-03-25",2004
"Wes Anderson",421,"The Life Aquatic with Steve Zissou",10.394,50000000,34808403,"Adventure|Comedy|Drama",1470,7.2,"119","2004-12-10",2004
"Mike Newell",674,"Harry Potter and the Goblet of Fire",27.103,150000000,895921036,"Adventure|Fantasy|Family",12023,7.8,"157","2005-11-16",2005
"George Lucas",1895,"Star Wars: Episode III - Revenge of the Sith",34.174,113000000,8.5e+08,"Science Fiction|Adventure|Action",8055,7.3,"140","2005-05-17",2005
"Andrew Adamson",411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",27.335,180000000,745013115,"Adventure|Family|Fantasy",6281,7,"143","2005-12-07",2005
"Steven Spielberg",74,"War of the Worlds",14.947,132000000,591739379,"Adventure|Thriller|Science Fiction",4797,6.4,"116","2005-06-28",2005
"Peter Jackson",254,"King Kong",17.355,207000000,550517357,"Adventure|Drama|Action",4596,6.7,"187","2005-12-12",2005
"Eric Darnell",953,"Madagascar",26.393,75000000,532680671,"Family|Animation",6752,6.8,"86","2005-05-25",2005
"Doug Liman",787,"Mr. & Mrs. Smith",18.745,110000000,478207520,"Action|Comedy|Drama|Thriller",6158,6.6,"120","2005-06-07",2005
"Tim Burton",118,"Charlie and the Chocolate Factory",20.508,150000000,474968763,"Adventure|Comedy|Family|Fantasy",8957,7,"115","2005-07-13",2005
"Christopher Nolan",272,"Batman Begins",36.35,150000000,374218673,"Action|Crime|Drama",13148,7.6,"140","2005-06-10",2005
"Andy Tennant",8488,"Hitch",11.716,70000000,368100420,"Comedy|Drama|Romance",3379,6.4,"118","2005-02-11",2005
"Tim Story",9738,"Fantastic Four",17.548,100000000,330579719,"Action|Adventure|Fantasy|Science Fiction",6037,5.7,"106","2005-06-29",2005
"Mark Dindal",9982,"Chicken Little",19.569,150000000,314432665,"Animation|Family|Comedy",2220,5.8,"81","2005-11-04",2005
"David Dobkin",9522,"Wedding Crashers",12.895,40000000,285176741,"Comedy|Romance",2686,6.4,"119","2005-07-13",2005
"Chris Wedge",9928,"Robots",17.373,75000000,260696994,"Animation|Comedy|Family|Science Fiction",2743,6.2,"91","2005-03-10",2005
"Francis Lawrence",561,"Constantine",14.354,100000000,230884728,"Drama|Fantasy|Horror",3581,6.8,"121","2005-02-08",2005
"Robert Schwentke",9315,"Flightplan",11.342,55000000,223387299,"Thriller|Drama|Mystery",1400,6.3,"98","2005-09-22",2005
"Ridley Scott",1495,"Kingdom of Heaven",16.667,130000000,211643158,"Drama|Action|Adventure|History|War",2254,6.7,"144","2005-05-03",2005
"Dean Parisot",7552,"Fun with Dick and Jane",10.234,100000000,202026112,"Comedy",1305,6,"90","2005-12-21",2005
"Adam Shankman",10022,"The Pacifier",13.684,56000000,198636868,"Comedy|Family",1793,6,"95","2005-03-04",2005
"Nick Park",533,"Wallace & Gromit: The Curse of the Were-Rabbit",16.56,30000000,192610372,"Adventure|Animation|Comedy|Family",1399,6.9,"85","2005-09-04",2005
"Peter Segal",9291,"The Longest Yard",13.968,82000000,190320568,"Comedy|Drama",1712,6.4,"113","2005-05-27",2005
"James Mangold",69,"Walk the Line",12.64,28000000,186438883,"Drama|Music|Romance",1498,7.5,"136","2005-09-13",2005
"Ang Lee",142,"Brokeback Mountain",17.876,14000000,178043761,"Drama|Romance",3691,7.8,"134","2005-09-10",2005
"Michael Bay",1635,"The Island",17.982,126000000,162949164,"Action|Thriller|Science Fiction|Adventure",3252,6.6,"136","2005-07-21",2005
"Sydney Pollack",179,"The Interpreter",11.082,80000000,162944923,"Crime|Thriller",764,6.3,"128","2005-04-08",2005
"Rob Marshall",1904,"Memoirs of a Geisha",12.838,85000000,162242962,"History|Romance",1439,7.6,"145","2005-12-06",2005
"Hideo Nakata",10320,"The Ring Two",12.23,50000000,161451538,"Drama|Horror|Thriller",1344,5.6,"110","2005-03-17",2005
"Robert Rodriguez",187,"Sin City",25.294,40000000,158733820,"Action|Thriller|Crime",4945,7.4,"124","2005-04-01",2005
"Robert Luketic",4379,"Monster-in-Law",15.259,43000000,154749918,"Romance|Comedy",921,6,"101","2005-05-13",2005
"Darren Lynn Bousman",215,"Saw II",13.656,4000000,152925093,"Horror",2892,6.5,"89","2005-10-28",2005
"Scott Derrickson",8643,"The Exorcism of Emily Rose",9.992,19000000,144216468,"Crime|Drama|Horror|Thriller",1516,6.4,"122","2005-09-09",2005
"Martin Campbell",1656,"The Legend of Zorro",13.265,75000000,142400065,"Action|Adventure",1728,6,"129","2005-10-24",2005
"Nora Ephron",9722,"Bewitched",8.815,85000000,131426169,"Comedy|Fantasy|Romance",959,4.9,"102","2005-06-21",2005
"Steven Spielberg",612,"Munich",13.567,70000000,130358911,"Drama|Action|History|Thriller",1345,7.1,"164","2005-12-23",2005
"Adam Shankman",9641,"Cheaper by the Dozen 2",9.282,60000000,129181830,"Comedy|Family",1207,6,"94","2005-12-21",2005
"Luc Jacquet",1667,"La Marche de l'empereur",7.45,3300000,127392239,"Documentary|Family",653,7.1,"80","2005-01-26",2005
"John Polson",11096,"Hide and Seek",11.264,30000000,122650962,"Horror|Mystery|Thriller",872,6.3,"101","2005-01-27",2005
"Kirk Jones",11283,"Nanny McPhee",12.879,25000000,122489822,"Fantasy|Comedy|Family",1861,6.6,"97","2005-10-21",2005
"Joe Wright",4348,"Pride & Prejudice",14.022,28000000,121147947,"Drama|Romance",3667,7.9,"135","2005-09-16",2005
"Breck Eisner",7364,"Sahara",12.871,130000000,119269486,"Action|Adventure|Comedy|Drama|Mystery",785,5.8,"124","2005-04-06",2005
"Tim Burton",3933,"Corpse Bride",14.767,40000000,117195061,"Romance|Fantasy|Animation",4797,7.4,"77","2005-09-12",2005
"Jay Chandrasekhar",6519,"The Dukes of Hazzard",12.18,50000000,110803676,"Action|Adventure|Comedy",599,5.3,"104","2005-08-05",2005
"Judd Apatow",6957,"The 40 Year Old Virgin",13.831,26000000,109449237,"Comedy|Romance",3998,6.3,"116","2005-08-11",2005
"Ron Howard",921,"Cinderella Man",11.379,88000000,108539911,"Romance|Drama|History",1220,7.5,"144","2005-06-02",2005
"Andrew Douglas",10065,"The Amityville Horror",13.801,19000000,108047131,"Horror",1268,6.1,"90","2005-04-14",2005
"Terry Gilliam",4442,"The Brothers Grimm",16.943,88000000,105316267,"Adventure|Fantasy|Action|Comedy|Thriller",1649,5.7,"118","2005-08-26",2005
"Garth Jennings",7453,"The Hitchhiker's Guide to the Galaxy",17.261,50000000,104478416,"Adventure|Comedy|Family|Science Fiction",2513,6.7,"109","2005-04-28",2005
"Mark Waters",9007,"Just Like Heaven",10.696,58000000,102854431,"Comedy|Fantasy|Romance",1326,6.8,"95","2005-09-16",2005
"Brian Levant",11637,"Are We There Yet?",7.327,32000000,97918663,"Adventure|Comedy|Family|Romance",477,5.3,"95","2005-01-20",2005
"Sam Mendes",25,"Jarhead",14.917,72000000,96889998,"Drama|War",1374,6.5,"123","2005-11-04",2005
"F. Gary Gray",4551,"Be Cool",9.774,53000000,95226116,"Comedy|Crime",506,5.5,"118","2005-03-04",2005
"Stephen Gaghan",231,"Syriana",9.6,50000000,93974620,"Drama|Thriller",751,6.4,"128","2005-11-23",2005
"Frederik Du Chau",6439,"Racing Stripes",10.822,30000000,93772522,"Comedy",309,5.3,"102","2005-01-06",2005
"John Singleton",8292,"Four Brothers",14.13,45000000,92374674,"Action|Crime",1099,6.7,"109","2005-08-11",2005
"Thomas Bezucha",9043,"The Family Stone",10.862,19000000,9.2e+07,"Comedy|Drama|Romance",477,6.2,"103","2005-12-14",2005
"Iain Softley",9913,"The Skeleton Key",13.888,43000000,91974818,"Drama|Horror|Mystery|Thriller",1110,6.5,"104","2005-07-29",2005
"Geoffrey Sax",11804,"White Noise",10.509,10000000,91196419,"Drama|Horror|Thriller",451,5.6,"101","2005-01-07",2005
"Rob Reiner",2800,"Rumor Has It...",10.265,70000000,88933562,"Comedy",633,5.5,"97","2005-12-22",2005
"Mike Mitchell",11459,"Sky High",13.339,35000000,86369815,"Adventure|Comedy|Family",1293,6,"100","2005-07-29",2005
"Woody Allen",116,"Match Point",11.929,15000000,85306374,"Drama|Thriller|Crime|Romance",2343,7.3,"124","2005-10-26",2005
"Louis Leterrier",9335,"Transporter 2",22.208,32000000,85167639,"Action|Thriller|Crime",1963,6.3,"87","2005-08-02",2005
"Fernando Meirelles",1985,"The Constant Gardener",16.027,25000000,82466670,"Drama|Mystery|Thriller",761,7.1,"129","2005-08-31",2005
"Florent-Emilio Siri",2026,"Hostage",11.861,52000000,77944725,"Mystery|Drama|Thriller|Crime",930,6.3,"113","2005-03-10",2005
"Rob Cohen",10048,"Stealth",15.762,135000000,76932943,"Action",543,5.1,"121","2005-07-27",2005
"Thomas Carter",7214,"Coach Carter",12.178,30000000,76669806,"Drama",1149,7.5,"136","2005-01-14",2005
"Andrew Niccol",1830,"Lord of War",10.648,50000000,72617068,"Crime|Drama|Thriller",2463,7.2,"122","2005-09-16",2005
"Raja Gosnell",13499,"Yours, Mine & Ours",9.181,45000000,72028752,"Comedy|Family|Romance",463,5.9,"90","2005-11-23",2005
"Lee Tamahori",11679,"xXx: State of the Union",16.568,60000000,71073932,"Action|Adventure|Crime|Drama|Mystery|Thriller",1045,4.8,"101","2005-04-27",2005
"Robert Rodriguez",14199,"The Adventures of Sharkboy and Lavagirl",14.518,50000000,69425966,"Adventure|Family|Science Fiction",737,4.8,"92","2005-06-10",2005
"Kevin Rodney Sullivan",11638,"Guess Who",7.933,35000000,68915888,"Comedy|Romance",501,5.8,"105","2005-03-25",2005
"Jaume Collet-Serra",10066,"House of Wax",11.891,40000000,68766121,"Horror|Drama",1484,5.7,"113","2005-04-30",2005
"Stephen T. Kay",8968,"Boogeyman",7.966,20000000,67192859,"Thriller|Horror|Drama|Mystery",373,4.8,"89","2005-02-04",2005
"Angela Robinson",11451,"Herbie Fully Loaded",13.058,50000000,66002004,"Comedy|Family|Adventure|Fantasy|Romance",1311,5.3,"101","2005-06-22",2005
"Jon Favreau",6795,"Zathura: A Space Adventure",14.032,65000000,64321501,"Family|Fantasy|Science Fiction|Adventure|Comedy",1798,6.3,"101","2005-11-06",2005
"Gary Chapman",14175,"Valiant",10.86,35000000,61746888,"Animation|Family|Adventure|Comedy|War",494,5.3,"76","2005-03-25",2005
"David Cronenberg",59,"A History of Violence",9.534,32000000,60740827,"Drama|Thriller|Crime",1640,7.1,"96","2005-09-23",2005
"Gary David Goldberg",11648,"Must Love Dogs",9.407,30000000,58405313,"Romance|Comedy",268,5.9,"98","2005-01-01",2005
"Wes Craven",11460,"Red Eye",10.074,26000000,57891803,"Horror|Thriller",970,6.3,"85","2005-08-04",2005
"Mikael Håfström",8999,"Derailed",10.663,22000000,57479076,"Drama|Thriller",537,6.2,"108","2005-11-11",2005
"Rob Bowman",9947,"Elektra",13.507,43000000,56681566,"Action|Fantasy|Science Fiction",1299,4.8,"97","2005-01-13",2005
"Jesse Dylan",9981,"Kicking & Screaming",9.647,45000000,56070433,"Comedy|Family",315,5.7,"95","2005-05-13",2005
"Andrzej Bartkowiak",8814,"Doom",13.548,60000000,55987321,"Action|Horror|Science Fiction",1152,5,"105","2005-10-20",2005
"George Clooney",3291,"Good Night, and Good Luck.",7.788,7000000,54600000,"Drama|History",497,7.1,"93","2005-09-16",2005
"Frank Nissen",13682,"Pooh's Heffalump Movie",12.037,20000000,52900000,"Animation|Family|Comedy|Fantasy",228,6.6,"68","2005-02-11",2005
"Karyn Kusama",8202,"Æon Flux",16.453,62000000,52304001,"Action|Science Fiction",1207,5.5,"93","2005-11-30",2005
"Cameron Crowe",9621,"Elizabethtown",8.072,57000000,52034889,"Comedy|Drama|Romance",647,6.1,"123","2005-10-06",2005
"Cory Edwards",10982,"Hoodwinked!",13.345,15000000,51053787,"Animation|Comedy|Family",1031,6.1,"82","2005-12-16",2005
"Louis Leterrier",10027,"Unleashed",10.061,45000000,50871113,"Action|Crime",990,6.7,"103","2005-02-02",2005
"Bennett Miller",398,"Capote",10.099,7000000,49084830,"Crime|Drama",741,7.1,"114","2005-09-30",2005
"Clare Kilner",6961,"The Wedding Date",8.625,15000000,47175038,"Comedy|Romance",613,6.5,"88","2005-02-04",2005
"George A. Romero",11683,"Land of the Dead",11.188,15000000,46770602,"Horror|Science Fiction",736,6.1,"93","2005-06-24",2005
"Jim Jarmusch",308,"Broken Flowers",10.345,10000000,46720491,"Comedy|Drama|Mystery|Romance",657,6.9,"106","2005-05-17",2005
"Jim Sheridan",10060,"Get Rich or Die Tryin'",9.154,40000000,46442528,"Drama",401,6.4,"117","2005-11-09",2005
"Rupert Wainwright",791,"The Fog",9.813,18000000,46201432,"Horror|Thriller",365,4.1,"100","2005-10-14",2005
"John Stockwell",11968,"Into the Blue",11.65,50000000,44434439,"Action|Thriller|Adventure|Crime",869,5.8,"110","2005-09-30",2005
"Nigel Cole",8976,"A Lot Like Love",11.214,30000000,42886719,"Comedy|Drama",743,6.7,"107","2005-04-22",2005
"Roman Polanski",257,"Oliver Twist",7.718,50000000,42093706,"Crime|Drama|Family",657,6.7,"130","2005-09-23",2005
"Gore Verbinski",58,"Pirates of the Caribbean: Dead Man's Chest",30.94,200000000,1065659812,"Adventure|Fantasy|Action",10089,7.2,"151","2006-06-20",2006
"Ron Howard",591,"The Da Vinci Code",16.252,125000000,767820459,"Thriller|Mystery",5585,6.6,"149","2006-05-17",2006
"Carlos Saldanha",950,"Ice Age: The Meltdown",20.123,80000000,660940780,"Animation|Family|Comedy|Adventure",6260,6.6,"91","2006-03-29",2006
"Martin Campbell",36557,"Casino Royale",28.237,150000000,599045960,"Adventure|Action|Thriller",6438,7.4,"144","2006-11-14",2006
"Shawn Levy",1593,"Night at the Museum",17.643,110000000,574480841,"Action|Adventure|Comedy|Family|Fantasy",6440,6.5,"108","2006-10-20",2006
"John Lasseter",920,"Cars",130.069,120000000,461983149,"Animation|Adventure|Comedy|Family",8388,6.7,"117","2006-06-08",2006
"Brett Ratner",36668,"X-Men: The Last Stand",0.955,210000000,459359555,"Adventure|Action|Science Fiction|Thriller",6299,6.4,"104","2006-05-24",2006
"J.J. Abrams",956,"Mission: Impossible III",16.745,150000000,397850012,"Adventure|Action|Thriller",3869,6.6,"126","2006-05-03",2006
"Bryan Singer",1452,"Superman Returns",20.448,270000000,391081192,"Science Fiction|Action|Adventure",2541,5.6,"154","2006-06-28",2006
"George Miller",9836,"Happy Feet",14.847,100000000,384335608,"Animation|Comedy|Family",3072,6,"108","2006-11-16",2006
"Karey Kirkpatrick",7518,"Over the Hedge",16.258,80000000,343397247,"Comedy|Animation|Family",2594,6.4,"83","2006-05-17",2006
"David Frankel",350,"The Devil Wears Prada",28.538,35000000,326551094,"Comedy|Drama|Romance",7093,7.3,"109","2006-06-30",2006
"Gabriele Muccino",1402,"The Pursuit of Happyness",18.497,55000000,307077295,"Drama",5632,7.9,"117","2006-12-14",2006
"Martin Scorsese",1422,"The Departed",21.196,90000000,289847354,"Drama|Thriller|Crime",8595,8.1,"151","2006-10-05",2006
"Larry Charles",496,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",10.817,18000000,261572744,"Comedy",2818,6.6,"82","2006-11-01",2006
"Stefen Fangmeier",2486,"Eragon",14.155,100000000,249288105,"Fantasy|Action|Adventure|Family",2085,5,"104","2006-12-14",2006
"Frank Coraci",9339,"Click",15.347,82500000,237681299,"Comedy|Drama|Fantasy|Romance",4264,6.1,"107","2006-06-22",2006
"Peyton Reed",9767,"The Break-Up",10.069,52000000,204999686,"Romance|Comedy",1595,5.7,"106","2006-06-01",2006
"Jill Culton",7484,"Open Season",15.653,85000000,197309027,"Adventure|Comedy|Animation",1536,6.1,"83","2006-09-29",2006
"Nancy Meyers",1581,"The Holiday",15.96,85000000,194168700,"Comedy|Romance",2777,7,"136","2006-12-08",2006
"Spike Lee",388,"Inside Man",14.662,45000000,185798265,"Crime|Drama|Thriller",3154,7.4,"129","2006-03-23",2006
"Wolfgang Petersen",503,"Poseidon",14.82,160000000,181674817,"Adventure|Action|Drama|Thriller",1118,5.7,"99","2006-05-12",2006
"Tony Scott",7551,"Déjà Vu",15.951,75000000,180557550,"Action|Thriller|Science Fiction",2705,6.7,"126","2006-11-22",2006
"David Zucker",4257,"Scary Movie 4",11.612,45000000,178262620,"Comedy",1800,5.4,"83","2006-04-12",2006
"David Bowers",11619,"Flushed Away",14.439,149000000,178120010,"Adventure|Animation|Comedy|Family",2169,6.1,"85","2006-10-22",2006
"Edward Zwick",1372,"Blood Diamond",15.806,100000000,170877916,"Drama|Thriller|Action",4225,7.5,"143","2006-12-07",2006
"Darren Lynn Bousman",214,"Saw III",10.368,10000000,163876815,"Horror|Thriller|Crime",2426,6.4,"114","2006-10-27",2006
"Michael Mann",82,"Miami Vice",12.598,135000000,163794509,"Action|Adventure|Crime|Thriller",916,5.9,"132","2006-07-27",2006
"Adam McKay",9718,"Talladega Nights: The Ballad of Ricky Bobby",9.954,72500000,162966177,"Comedy",890,6.3,"107","2006-08-04",2006
"Oliver Stone",1852,"World Trade Center",12.392,65000000,162945894,"Drama|History|Thriller",862,6,"128","2006-08-09",2006
"Brian Helgeland",421550,"Payback: Straight Up",4.822,90000000,161626121,"Action|Crime|Drama|Thriller",59,6.7,"90","2006-10-21",2006
"Shawn Levy",12096,"The Pink Panther",10.819,65000000,158851357,"Action|Comedy|Crime|Mystery|Family",1097,5.8,"93","2006-02-10",2006
"Justin Lin",9615,"The Fast and the Furious: Tokyo Drift",2.839,85000000,158468292,"Action|Crime|Drama|Thriller",3473,6.2,"104","2006-06-03",2006
"Sylvester Stallone",1246,"Rocky Balboa",12.781,24000000,155721132,"Drama",1867,6.7,"102","2006-12-20",2006
"Bill Condon",1125,"Dreamgirls",8.295,70000000,154937680,"Drama",552,6.7,"134","2006-12-25",2006
"Gary Winick",9986,"Charlotte's Web",9.298,85000000,1.44e+08,"Comedy|Family|Fantasy",698,6,"97","2006-12-07",2006
"Tim Hill",9513,"Garfield: A Tail of Two Kitties",14.654,60000000,141702264,"Animation|Comedy|Family",1154,5.3,"86","2006-06-15",2006
"Gil Kenan",9297,"Monster House",12.585,75000000,140175006,"Animation|Comedy|Family|Fantasy",2200,6.5,"91","2006-07-21",2006
"John Whitesell",11565,"Big Momma's House 2",11.554,40000000,138259062,"Comedy|Crime",879,5.6,"99","2006-01-26",2006
"Alejandro González Iñárritu",1164,"Babel",12.762,25000000,135330182,"Drama",2068,7.1,"143","2006-09-08",2006
"James McTeigue",752,"V for Vendetta",19.111,54000000,132511035,"Action|Thriller|Fantasy",8765,7.9,"132","2006-02-23",2006
"Tom Tykwer",1427,"Perfume: The Story of a Murderer",18.342,50000000,132180323,"Crime|Fantasy|Drama",2448,7.2,"147","2006-09-13",2006
"Anthony Russo",1819,"You, Me and Dupree",10.395,54000000,130431368,"Comedy|Romance",808,5.5,"108","2006-07-14",2006
"Tom Dey",6877,"Failure to Launch",11.655,50000000,128406887,"Comedy",912,5.7,"97","2006-03-10",2006
"Stephen Frears",1165,"The Queen",20.678,15000000,123384128,"Drama",680,7,"103","2006-09-15",2006
"Frank Marshall",9036,"Eight Below",10.033,40000000,120455994,"Adventure|Drama|Family",1055,6.9,"120","2006-02-17",2006
"Mel Gibson",1579,"Apocalypto",12.645,40000000,120175290,"Action|Adventure|Drama|Thriller",2493,7.4,"139","2006-12-07",2006
"John Moore",806,"The Omen",9.323,25000000,119188334,"Horror",580,5.4,"110","2006-06-06",2006
"James Wong",9286,"Final Destination 3",11.311,25000000,117719158,"Horror|Mystery",2082,6,"93","2006-02-09",2006
"Steve Oedekerk",9907,"Barnyard",11.904,51000000,116476887,"Animation|Comedy|Family",524,5.6,"90","2006-08-04",2006
"Alejandro Agresti",2044,"The Lake House",13.713,40000000,114830111,"Romance|Drama|Mystery",1491,6.8,"99","2006-06-16",2006
"Anne Fletcher",9762,"Step Up",17.376,12000000,114194847,"Music|Drama|Romance|Crime",2405,6.8,"104","2006-08-11",2006
"Len Wiseman",834,"Underworld: Evolution",19.073,50000000,111340801,"Fantasy|Action|Science Fiction|Thriller",2503,6.5,"106","2006-01-12",2006
"Christopher Nolan",1124,"The Prestige",20.241,40000000,109676311,"Drama|Mystery|Thriller",8915,8.2,"130","2006-10-19",2006
"Luc Besson",9992,"Arthur et les Minimoys",13.184,86000000,107944236,"Adventure|Fantasy|Animation|Family",1630,6.2,"94","2006-12-13",2006
"Keenen Ivory Wayans",9072,"Little Man",10.57,64000000,101595121,"Comedy|Crime",714,5.5,"98","2006-08-31",2006
"Jonathan Dayton",773,"Little Miss Sunshine",8.338,8000000,100523181,"Comedy|Drama",3808,7.6,"102","2006-07-26",2006
"Christophe Gans",588,"Silent Hill",11.604,50000000,97607453,"Horror|Mystery",2342,6.4,"125","2006-04-21",2006
"Bong Joon-ho",1255,"괴물",12.422,11000000,88489643,"Horror|Drama|Science Fiction",1066,6.8,"120","2006-07-27",2006
"Neil Burger",1491,"The Illusionist",13.665,16500000,87892388,"Fantasy|Drama|Thriller|Romance",2937,7.2,"110","2006-08-18",2006
"Barry Sonnenfeld",9530,"RV",14.056,50000000,87528173,"Comedy",990,5.8,"99","2006-04-28",2006
"Pedro Almodóvar",219,"Volver",9.053,12899867,85582407,"Comedy|Drama|Romance",846,7.5,"121","2006-03-16",2006
